"id"	"knockdown_method"	"target"	"cell"	"cell_type"	"platform"	"rep"	"sign"	"target_expr"	"pct_ko"	"pct_ko_threshold"
"GSM1566760"	"siRNA"	"NFKB2"	"L-1236"	"L-1236-siNFKB2-Seq1-Rep2"	"GPL6244"	"k2"	-1	-0.646994920671655	2.25324051278397	"Yes"
"GSM1566761"	"siRNA"	"NFKB2"	"L-1236"	"L-1236-siNFKB2-Seq2-Rep2"	"GPL6244"	"k3"	-1	-0.44561506861564	2.25324051278397	"Yes"
"GSM1566762"	"Control"	"NAN"	"L-1236"	"L-1236-siNT-Seq1-Rep3"	"GPL6244"	"c3"	1	NA	NA	"No"
"GSM1566763"	"Control"	"NAN"	"L-1236"	"L-1236-siNT-Seq2-Rep3"	"GPL6244"	"c3"	1	NA	NA	"No"
"GSM1566764"	"siRNA"	"NFKB2"	"L-1236"	"L-1236-siNFKB2-Seq1-Rep3"	"GPL6244"	"k3"	-1	-0.398851584375235	2.25324051278397	"Yes"
"GSM1566765"	"siRNA"	"NFKB2"	"L-1236"	"L-1236-siNFKB2-Seq2-Rep3"	"GPL6244"	"k3"	-1	-0.777201056893034	2.25324051278397	"Yes"
"GSM283701"	"Control"	"NAN"	"HA1ER"	"HA1ER-NS-rep1"	"GPL4133"	"c1"	1	NA	NA	"No"
"GSM283702"	"Control"	"NAN"	"HA1ER"	"HA1ER-NS-rep2"	"GPL4133"	"c2"	1	NA	NA	"No"
"GSM283703"	"Control"	"NAN"	"HA1ER"	"HA1ER-NS-rep3"	"GPL4133"	"c3"	1	NA	NA	"No"
"GSM283704"	"Control"	"NAN"	"HA1ER"	"HA1ER-NS-rep4"	"GPL4133"	"c4"	1	NA	NA	"No"
"GSM635125"	"Control"	"NAN"	"DU145"	"DU145-control-(non-specific-siRNA)-1"	"GPL571"	"c1"	1	NA	NA	"No"
"GSM635126"	"Control"	"NAN"	"DU145"	"DU145-control-(non-specific-siRNA)-2"	"GPL571"	"c2"	1	NA	NA	"No"
"GSM635127"	"siRNA"	"STAT3"	"DU145"	"DU145-STAT3-siRNA-1"	"GPL571"	"k1"	-1	-0.480680662401673	2.06738285032259	"Yes"
"GSM635128"	"siRNA"	"STAT3"	"DU145"	"DU145-STAT3-siRNA-2"	"GPL571"	"k2"	-1	-0.591913944541798	2.06738285032259	"Yes"
"GSM445808"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-0h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445809"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445810"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445811"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445812"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445813"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445814"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-48h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445815"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-72h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445816"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-72h-rep1"	"GPL6102"	"k1"	-1	0	1	"Yes"
"GSM445817"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-0h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445818"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-12h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445819"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-12h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445820"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-24h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445821"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-24h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445822"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-48h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445823"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-48h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445824"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-72h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445825"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-72h-rep1"	"GPL6102"	"c1"	1	NA	NA	"No"
"GSM445826"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-0h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445827"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445828"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445829"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445830"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445831"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445832"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-48h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445833"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-72h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445834"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-72h-rep2"	"GPL6102"	"k2"	-1	0	1	"Yes"
"GSM445835"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-0h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445836"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-12h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445837"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-12h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445838"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-24h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445839"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-24h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445840"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-48h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445841"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-48h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445842"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-72h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445843"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-72h-rep2"	"GPL6102"	"c2"	1	NA	NA	"No"
"GSM445844"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-0h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445845"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445846"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445847"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445848"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445849"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445850"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-48h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445851"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act-72h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445852"	"siRNA"	"STAT6"	"Cord-blood-CD4+"	"Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-72h-rep3"	"GPL6102"	"k3"	-1	0	1	"Yes"
"GSM445853"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-0h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM445854"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-12h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM445855"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-12h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM445856"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-24h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM445857"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-24h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM445858"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-48h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM445859"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-48h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM445860"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act-72h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM445861"	"Control"	"NAN"	"Cord-blood-CD4+"	"Cord-blood-CD4+-control-siRNA-Act+IL-4-72h-rep3"	"GPL6102"	"c3"	1	NA	NA	"No"
"GSM254297"	"Control"	"NAN"	"MCF7"	"Untreated-MCF7-RNA-1"	"GPL3921"	"c1"	1	NA	NA	"No"
"GSM254298"	"Control"	"NAN"	"MCF7"	"Untreated-MCF7-RNA-2"	"GPL3921"	"c2"	1	NA	NA	"No"
"GSM254299"	"depleted"	"ESR1"	"MCF7"	"72hr-E2-deprivation-1"	"GPL3921"	"k1"	-1	NA	NA	"No"
"GSM254300"	"depleted"	"ESR1"	"MCF7"	"72hr-E2-deprivation-2"	"GPL3921"	"k2"	-1	NA	NA	"No"
"GSM254301"	"siRNA"	"ESR1"	"MCF7"	"72hr-antiERalpha-siRNA-1"	"GPL3921"	"k1"	-1	-0.574125283681044	-3.65161626215326	"No"
"GSM254302"	"siRNA"	"ESR1"	"MCF7"	"72hr-antiERalpha-siRNA-2"	"GPL3921"	"k2"	-1	-0.473294845411049	-3.65161626215326	"No"
"GSM637559"	"Control"	"NAN"	"NCI-H460"	"NCI-H460-control-rep1"	"GPL6884"	"c1"	1	NA	NA	"No"
"GSM637560"	"Control"	"NAN"	"NCI-H460"	"NCI-H460-control-rep2"	"GPL6884"	"c2"	1	NA	NA	"No"
"GSM637561"	"siRNA"	"STAT6"	"NCI-H460"	"NCI-H460-siRNA-rep1"	"GPL6884"	"k1"	-1	-0.658728918619628	2.07055354565295	"Yes"
"GSM637562"	"siRNA"	"STAT6"	"NCI-H460"	"NCI-H460-siRNA-rep2"	"GPL6884"	"k2"	-1	-0.459405241948947	2.07055354565295	"Yes"
"GSM1246064"	"siRNA"	"REST"	"LNCaP"	"LNCaP-REST-siRNA1"	"GPL14550"	"k1"	-1	-0.354887047481905	1.12256142328551	"Yes"
"GSM1246065"	"siRNA"	"REST"	"LNCaP"	"LNCaP-REST-siRNA2"	"GPL14550"	"k2"	-1	-0.180855770490741	1.12256142328551	"Yes"
"GSM1246066"	"siRNA"	"REST"	"LNCaP"	"LNCaP-REST-siRNA3"	"GPL14550"	"k3"	-1	0.180855770490741	1.12256142328551	"Yes"
"GSM1246067"	"Control"	"NAN"	"LNCaP"	"LNCaP-Control-siRNA"	"GPL14550"	"c1"	1	NA	NA	"No"
"GSM351481"	"Control"	"NAN"	"U251"	"U251-rep1"	"GPL1426"	"c1"	1	NA	NA	"No"
"GSM351486"	"Control"	"NAN"	"U251"	"U251-rep2"	"GPL1426"	"c2"	1	NA	NA	"No"
"GSM1386222"	"siRNA"	"ZEB1"	"HeLa229"	"zeb-knock-down"	"GPL570"	"k1"	-1	0	1	"Yes"
"GSM1386223"	"Control"	"NAN"	"HeLa229"	"mock"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM1381451"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-rep1"	"GPL11532"	"c1"	1	NA	NA	"No"
"GSM1381452"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-rep2"	"GPL11532"	"c2"	1	NA	NA	"No"
"GSM1381453"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-rep3"	"GPL11532"	"c3"	1	NA	NA	"No"
"GSM1381454"	"siRNA"	"ESR2"	"BT549"	"BT549-siERβ2-rep1"	"GPL11532"	"k1"	-1	0.800000000000004	1.54055205043134	"Yes"
"GSM1381455"	"siRNA"	"ESR2"	"BT549"	"BT549-siERβ2-rep2"	"GPL11532"	"k2"	-1	-0.145454545454543	1.54055205043134	"Yes"
"GSM1381456"	"siRNA"	"ESR2"	"BT549"	"BT549-siERβ2-rep3"	"GPL11532"	"k3"	-1	-1.52727272727273	1.54055205043134	"Yes"
"GSM1381457"	"Control"	"NAN"	"BT549"	"BT549-pcDNA3-EV-rep1"	"GPL11532"	"c1"	1	NA	NA	"No"
"GSM1381458"	"Control"	"NAN"	"BT549"	"BT549-pcDNA3-EV-rep2"	"GPL11532"	"c2"	1	NA	NA	"No"
"GSM1381459"	"Control"	"NAN"	"BT549"	"BT549-pcDNA3-EV-rep3"	"GPL11532"	"c3"	1	NA	NA	"No"
"GSM1381460"	"siRNA"	"ESR2"	"BT549"	"BT549-pcDNA3-flag-ERβ2-rep1"	"GPL11532"	"k1"	-1	NA	NA	"No"
"GSM1381461"	"siRNA"	"ESR2"	"BT549"	"BT549-pcDNA3-flag-ERβ2-rep2"	"GPL11532"	"k2"	-1	NA	NA	"No"
"GSM1381462"	"siRNA"	"ESR2"	"BT549"	"BT549-pcDNA3-flag-ERβ2-rep3"	"GPL11532"	"k3"	-1	NA	NA	"No"
"GSM1100340"	"Control"	"NAN"	"DAOY"	"DAOY-SCR"	"GPL6244"	"c1"	1	NA	NA	"No"
"GSM1315356"	"Control"	"NAN"	"K562"	"K562-CT"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM1315359"	"Control"	"NAN"	"K562"	"K562-CT-Repeat"	"GPL10558"	"c2"	1	NA	NA	"No"
"GSM1213412"	"Control"	"NAN"	"MDA-MB-231"	"MDA-MB-231-HIC1-sample"	"GPL14550"	"c1"	1	NA	NA	"No"
"GSM1213413"	"Control"	"NAN"	"HBL100"	"HBL100-shCtrl-sample"	"GPL17077"	"c1"	1	NA	NA	"No"
"GSM501706"	"Control"	"NAN"	"BJ"	"empty-vector-+Ras"	"GPL6884"	"c1"	1	NA	NA	"No"
"GSM508791"	"Control"	"NAN"	"BJ"	"BJ-+RAS-IPBRD7"	"GPL9115"	"c1"	1	NA	NA	"No"
"GSM508793"	"Control"	"NAN"	"BJ"	"BJ-+RAS-IPp53"	"GPL9115"	"c1"	1	NA	NA	"No"
"GSM925638"	"Control"	"NAN"	"IMR-90"	"SCR-1"	"GPL13607"	"c1"	1	NA	NA	"No"
"GSM925639"	"Control"	"NAN"	"IMR-90"	"SCR-2"	"GPL13607"	"c2"	1	NA	NA	"No"
"GSM925640"	"Control"	"NAN"	"IMR-90"	"SCR-3"	"GPL13607"	"c3"	1	NA	NA	"No"
"GSM1084135"	"Control"	"NAN"	"SNU216"	"SNU216-control"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM1084136"	"shRNA"	"TEAD4"	"SNU216"	"SNU216-TEAD4-KD"	"GPL10558"	"k1"	-1	-1	1.999900009999	"Yes"
"GSM1720989"	"Control"	"NAN"	"A375"	"A375-negative-control-siRNA"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM1720991"	"Control"	"NAN"	"SK-MEL-28"	"SK-MEL-28-negative-control-siRNA"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM933267"	"siRNA"	"NAN"	"HSC-3"	"HSC-3-cells-treated-with-siRNA-for-luciferase-1"	"GPL570"	"k1"	-1	NA	NA	"No"
"GSM933268"	"siRNA"	"NAN"	"HSC-3"	"HSC-3-cells-treated-with-siRNA-for-luciferase-2"	"GPL570"	"k2"	-1	NA	NA	"No"
"GSM933269"	"siRNA"	"HSF1"	"HSC-3"	"HSC-3-cells-treated-with-siRNA-for-HSF1-1"	"GPL570"	"k1"	-1	-0.677852836317253	NA	"No"
"GSM933270"	"siRNA"	"HSF1"	"HSC-3"	"HSC-3-cells-treated-with-siRNA-for-HSF1-2"	"GPL570"	"k2"	-1	-0.47434764824196	NA	"No"
"GSM1384338"	"Control"	"NAN"	"ASC"	"Control-1"	"GPL13158"	"c1"	1	NA	NA	"No"
"GSM1384339"	"Control"	"NAN"	"ASC"	"Control-2"	"GPL13158"	"c2"	1	NA	NA	"No"
"GSM1384340"	"Control"	"NAN"	"ASC"	"Control-3"	"GPL13158"	"c3"	1	NA	NA	"No"
"GSM1384341"	"Control"	"NAN"	"ASC"	"Non-Target-1"	"GPL13158"	"c1"	1	NA	NA	"No"
"GSM1384342"	"Control"	"NAN"	"ASC"	"Non-Target-2"	"GPL13158"	"c2"	1	NA	NA	"No"
"GSM1384343"	"Control"	"NAN"	"ASC"	"Non-Target-3"	"GPL13158"	"c3"	1	NA	NA	"No"
"GSM1384344"	"siRNA"	"MYC"	"ASC"	"Pooled-1"	"GPL13158"	"k1"	-1	-0.0191746511062372	2.74279755860027	"Yes"
"GSM1384345"	"siRNA"	"MYC"	"ASC"	"Pooled-2"	"GPL13158"	"k2"	-1	0	2.74279755860027	"Yes"
"GSM1384346"	"siRNA"	"MYC"	"ASC"	"Pooled-3"	"GPL13158"	"k3"	-1	0.115477409300182	2.74279755860027	"Yes"
"GSM1384347"	"siRNA"	"MYC"	"ASC"	"s9129-1"	"GPL13158"	"k1"	-1	-0.786052322058038	2.74279755860027	"Yes"
"GSM1384348"	"siRNA"	"MYC"	"ASC"	"s9129-2"	"GPL13158"	"k2"	-1	-0.865937261303775	2.74279755860027	"Yes"
"GSM1384349"	"siRNA"	"MYC"	"ASC"	"s9129-3"	"GPL13158"	"k3"	-1	-1.33703073960869	2.74279755860027	"Yes"
"GSM1608128"	"Control"	"NAN"	"CUTLL1"	"shRNA-LUC-1"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM1608129"	"Control"	"NAN"	"CUTLL1"	"shRNA-LUC-2"	"GPL10558"	"c2"	1	NA	NA	"No"
"GSM1608130"	"shRNA"	"HES1"	"CUTLL1"	"shHES1-1"	"GPL10558"	"k1"	-1	0.458133377461525	1.55311061740115	"Yes"
"GSM1608131"	"shRNA"	"HES1"	"CUTLL1"	"shHES1-2"	"GPL10558"	"k2"	-1	0.398560317722985	1.55311061740115	"Yes"
"GSM915925"	"Control"	"NAN"	"LNCaP"	"LNCaP-shCtrl-rep1"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM915926"	"shRNA"	"FOXA1"	"LNCaP"	"LNCaP-shFoxA1-rep1"	"GPL10558"	"k1"	-1	NA	NA	"No"
"GSM915927"	"Control"	"NAN"	"LNCaP"	"LNCaP-shCtrl-rep2"	"GPL10558"	"c2"	1	NA	NA	"No"
"GSM915928"	"shRNA"	"FOXA1"	"LNCaP"	"LNCaP-shFoxA1-rep2"	"GPL10558"	"k2"	-1	NA	NA	"No"
"GSM915929"	"Control"	"NAN"	"LNCaP"	"LNCaP-shCtrl-R1881"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM915930"	"shRNA"	"FOXA1"	"LNCaP"	"LNCaP-shFoxA1-R1881"	"GPL10558"	"k1"	-1	NA	NA	"No"
"GSM923454"	"Control"	"NAN"	"LNCaP"	"LNCaP-shCtrl-hormone-deprived"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM923455"	"shRNA"	"FOXA1"	"LNCaP"	"LNCaP-shFoxA1-hormone-deprived"	"GPL10558"	"k1"	-1	NA	NA	"No"
"GSM1038255"	"Control"	"NAN"	"LNCaP"	"LNCaP-siCtrl"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM1038256"	"shRNA"	"FOXA1"	"LNCaP"	"LNCaP-siFoxA1"	"GPL10558"	"k1"	-1	-1	4.59220348699934	"Yes"
"GSM1038257"	"Control"	"NAN"	"22RV1"	"22RV1-shCtrl"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM1038258"	"shRNA"	"FOXA1"	"22RV1"	"22RV1-shFoxA1"	"GPL10558"	"k1"	-1	-1	1.999900009999	"Yes"
"GSM1040668"	"Control"	"NAN"	"PC3M"	"PC-3M-Ctrl"	"GPL10558"	"c1"	1	NA	NA	"No"
"GSM1040669"	"OverExpression"	"FOXA1"	"PC3M"	"PC-3M-FoxA1"	"GPL10558"	"k1"	-1	NA	NA	"No"
"GSM1088394"	"Control"	"NAN"	"JURKAT"	"JURKAT-shGFP-dup1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM1088395"	"Control"	"NAN"	"JURKAT"	"JURKAT-shGFP-dup2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM1088396"	"Control"	"NAN"	"JURKAT"	"JURKAT-shLuc-dup1"	"GPL570"	"c1"	1	NA	NA	"No"
"GSM1088397"	"Control"	"NAN"	"JURKAT"	"JURKAT-shLuc-dup2"	"GPL570"	"c2"	1	NA	NA	"No"
"GSM1088398"	"shRNA"	"TYK2"	"JURKAT"	"JURKAT-shTYK2-2-dup1"	"GPL570"	"k1"	-1	NA	NA	"No"
"GSM1088399"	"shRNA"	"TYK2"	"JURKAT"	"JURKAT-shTYK2-2-dup2"	"GPL570"	"k2"	-1	NA	NA	"No"
"GSM1088400"	"shRNA"	"TYK2"	"JURKAT"	"JURKAT-shTYK2-3-dup1"	"GPL570"	"k1"	-1	NA	NA	"No"
"GSM1088401"	"shRNA"	"TYK2"	"JURKAT"	"JURKAT-shTYK2-3-dup2"	"GPL570"	"k2"	-1	NA	NA	"No"
"GSM1088402"	"shRNA"	"STAT1"	"JURKAT"	"JURKAT-shSTAT1-2-dup1"	"GPL570"	"k1"	-1	-0.779581742012552	2.07855790260754	"Yes"
"GSM1088403"	"shRNA"	"STAT1"	"JURKAT"	"JURKAT-shSTAT1-2-dup2"	"GPL570"	"k2"	-1	-0.543769032757375	2.07855790260754	"Yes"
"GSM1088404"	"shRNA"	"STAT1"	"JURKAT"	"JURKAT-shSTAT1-3-dup1"	"GPL570"	"k1"	-1	-0.413493278597505	2.07855790260754	"Yes"
"GSM1088405"	"shRNA"	"STAT1"	"JURKAT"	"JURKAT-shSTAT1-3-dup2"	"GPL570"	"k2"	-1	-0.444140855022964	2.07855790260754	"Yes"
"GSM2124952"	"Control"	"NAN"	"HSC3"	"HSC3-control-rep1"	"GPL2895"	"c1"	1	NA	NA	"No"
"GSM1847342"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-rep1"	"GPL11532"	"c1"	1	NA	NA	"No"
"GSM1847343"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-rep2"	"GPL11532"	"c2"	1	NA	NA	"No"
"GSM1847344"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-rep3"	"GPL11532"	"c3"	1	NA	NA	"No"
"GSM1847345"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-TNF-rep1"	"GPL11532"	"c1"	1	NA	NA	"No"
"GSM1847346"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-TNF-rep2"	"GPL11532"	"c2"	1	NA	NA	"No"
"GSM1847347"	"Control"	"NAN"	"BT549"	"BT549-sicontrol-TNF-rep3"	"GPL11532"	"c3"	1	NA	NA	"No"
"GSM1847348"	"siRNA"	"JUN"	"BT549"	"BT549-siJun-rep1"	"GPL11532"	"k1"	-1	-1.55475191667872	2.19202031484384	"Yes"
"GSM1847349"	"siRNA"	"JUN"	"BT549"	"BT549-siJun-rep2"	"GPL11532"	"k2"	-1	-1.45407203818893	2.19202031484384	"Yes"
"GSM1847350"	"siRNA"	"JUN"	"BT549"	"BT549-siJun-rep3"	"GPL11532"	"k3"	-1	-1.56458845653118	2.19202031484384	"Yes"
"GSM1847351"	"siRNA"	"JUN"	"BT549"	"BT549-siJun-TNF-rep1"	"GPL11532"	"k1"	-1	0.0231447996528255	2.19202031484384	"Yes"
"GSM1847352"	"siRNA"	"JUN"	"BT549"	"BT549-siJun-TNF-rep2"	"GPL11532"	"k2"	-1	-0.0723274989150887	2.19202031484384	"Yes"
"GSM1847353"	"siRNA"	"JUN"	"BT549"	"BT549-siJun-TNF-rep3"	"GPL11532"	"k3"	-1	0.109937798350929	2.19202031484384	"Yes"
"GSM1848882"	"Control"	"NAN"	"BT549"	"IgG"	"GPL9052"	"c1"	1	NA	NA	"No"
