id	knockdown_method	target	cell	cell_type	db	platform	rep	sign	target_expr	pct_ko	n_row	pct_ko_threshold	components
shRNA.RBM25.K562.Haematopoietic_Cell_line.ENCODE.ENCSR149DMY.c1	shRNA	RBM25	K562	Haematopoietic_Cell_line	ENCODE	ENCSR149DMY	c1	1			row_147	No	local_enrichment
shRNA.RBM25.K562.Haematopoietic_Cell_line.ENCODE.ENCSR149DMY.c1	shRNA	RBM25	K562	Haematopoietic_Cell_line	ENCODE	ENCSR149DMY	c1	1			row_147	No	delta
shRNA.RBM25.K562.Haematopoietic_Cell_line.ENCODE.ENCSR149DMY.c1	shRNA	RBM25	K562	Haematopoietic_Cell_line	ENCODE	ENCSR149DMY	c1	1			row_147	No	quant_nes
shRNA.RBM25.K562.Haematopoietic_Cell_line.ENCODE.ENCSR149DMY.c2	shRNA	RBM25	K562	Haematopoietic_Cell_line	ENCODE	ENCSR149DMY	c2	1			row_148	No	total_enrichment
shRNA.RBM25.K562.Haematopoietic_Cell_line.ENCODE.ENCSR149DMY.c2	shRNA	RBM25	K562	Haematopoietic_Cell_line	ENCODE	ENCSR149DMY	c2	1			row_148	No	local_enrichment
shRNA.RBM25.K562.Haematopoietic_Cell_line.ENCODE.ENCSR149DMY.c2	shRNA	RBM25	K562	Haematopoietic_Cell_line	ENCODE	ENCSR149DMY	c2	1			row_148	No	delta
shRNA.RBM25.K562.Haematopoietic_Cell_line.ENCODE.ENCSR149DMY.c2	shRNA	RBM25	K562	Haematopoietic_Cell_line	ENCODE	ENCSR149DMY	c2	1			row_148	No	quant_nes
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.k1	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	k1	-1	252.6	0.745504476522955	row_149	Yes	total_enrichment
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.k1	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	k1	-1	252.6	0.745504476522955	row_149	Yes	local_enrichment
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.k1	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	k1	-1	252.6	0.745504476522955	row_149	Yes	delta
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.k1	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	k1	-1	252.6	0.745504476522955	row_149	Yes	quant_nes
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.k2	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	k2	-1	249.68	0.745504476522955	row_150	Yes	total_enrichment
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.k2	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	k2	-1	249.68	0.745504476522955	row_150	Yes	local_enrichment
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.k2	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	k2	-1	249.68	0.745504476522955	row_150	Yes	delta
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.k2	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	k2	-1	249.68	0.745504476522955	row_150	Yes	quant_nes
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.c1	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	c1	1	965.57		row_151	No	total_enrichment
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.c1	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	c1	1	965.57		row_151	No	local_enrichment
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.c1	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	c1	1	965.57		row_151	No	delta
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.c1	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	c1	1	965.57		row_151	No	quant_nes
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.c2	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	c2	1	1008.06		row_152	No	total_enrichment
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.c2	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	c2	1	1008.06		row_152	No	local_enrichment
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.c2	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	c2	1	1008.06		row_152	No	delta
CRISPRi.HMGA1.K562.Haematopoietic_Cell_line.ENCODE.ENCSR069OUL.c2	CRISPRi	HMGA1	K562	Haematopoietic_Cell_line	ENCODE	ENCSR069OUL	c2	1	1008.06		row_152	No	quant_nes
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.k1	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	k1	-1	192.07	0.577557982462165	row_153	Yes	total_enrichment
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.k1	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	k1	-1	192.07	0.577557982462165	row_153	Yes	local_enrichment
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.k1	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	k1	-1	192.07	0.577557982462165	row_153	Yes	delta
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.k1	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	k1	-1	192.07	0.577557982462165	row_153	Yes	quant_nes
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.k2	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	k2	-1	176.95	0.577557982462165	row_154	Yes	total_enrichment
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.k2	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	k2	-1	176.95	0.577557982462165	row_154	Yes	local_enrichment
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.k2	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	k2	-1	176.95	0.577557982462165	row_154	Yes	delta
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.k2	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	k2	-1	176.95	0.577557982462165	row_154	Yes	quant_nes
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.c1	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	c1	1	444.19		row_155	No	total_enrichment
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.c1	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	c1	1	444.19		row_155	No	local_enrichment
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.c1	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	c1	1	444.19		row_155	No	delta
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.c1	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	c1	1	444.19		row_155	No	quant_nes
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.c2	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	c2	1	429.35		row_156	No	total_enrichment
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.c2	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	c2	1	429.35		row_156	No	local_enrichment
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.c2	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	c2	1	429.35		row_156	No	delta
shRNA.SSB.K562.Haematopoietic_Cell_line.ENCODE.ENCSR891AXF.c2	shRNA	SSB	K562	Haematopoietic_Cell_line	ENCODE	ENCSR891AXF	c2	1	429.35		row_156	No	quant_nes
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k1	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k1	-1	20.27	0.17205896903136403	row_157	No	total_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k1	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k1	-1	20.27	0.17205896903136403	row_157	No	local_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k1	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k1	-1	20.27	0.17205896903136403	row_157	No	delta
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k1	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k1	-1	20.27	0.17205896903136403	row_157	No	quant_nes
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k2	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k2	-1	9.28	0.17205896903136403	row_158	No	total_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k2	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k2	-1	9.28	0.17205896903136403	row_158	No	local_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k2	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k2	-1	9.28	0.17205896903136403	row_158	No	delta
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k2	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k2	-1	9.28	0.17205896903136403	row_158	No	quant_nes
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k3	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k3	-1	12.29	0.17205896903136403	row_159	No	total_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k3	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k3	-1	12.29	0.17205896903136403	row_159	No	local_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k3	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k3	-1	12.29	0.17205896903136403	row_159	No	delta
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.k3	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	k3	-1	12.29	0.17205896903136403	row_159	No	quant_nes
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.c1	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	c1	1	17.39		row_160	No	total_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.c1	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	c1	1	17.39		row_160	No	local_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.c1	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	c1	1	17.39		row_160	No	delta
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.c1	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	c1	1	17.39		row_160	No	quant_nes
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.c2	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	c2	1	16.3		row_161	No	total_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.c2	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	c2	1	16.3		row_161	No	local_enrichment
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.c2	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	c2	1	16.3		row_161	No	delta
CRISPRi.NR2C2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR808HQN.c2	CRISPRi	NR2C2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR808HQN	c2	1	16.3		row_161	No	quant_nes
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.k1	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	k1	-1	1.93	0.24477958236658898	row_162	No	total_enrichment
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.k1	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	k1	-1	1.93	0.24477958236658898	row_162	No	local_enrichment
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.k1	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	k1	-1	1.93	0.24477958236658898	row_162	No	delta
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.k1	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	k1	-1	1.93	0.24477958236658898	row_162	No	quant_nes
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.k2	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	k2	-1	4.58	0.24477958236658898	row_163	No	total_enrichment
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.k2	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	k2	-1	4.58	0.24477958236658898	row_163	No	local_enrichment
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.k2	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	k2	-1	4.58	0.24477958236658898	row_163	No	delta
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.k2	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	k2	-1	4.58	0.24477958236658898	row_163	No	quant_nes
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.c1	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	c1	1	3.64		row_164	No	total_enrichment
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.c1	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	c1	1	3.64		row_164	No	local_enrichment
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.c1	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	c1	1	3.64		row_164	No	delta
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.c1	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	c1	1	3.64		row_164	No	quant_nes
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.c2	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	c2	1	4.98		row_165	No	total_enrichment
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.c2	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	c2	1	4.98		row_165	No	local_enrichment
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.c2	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	c2	1	4.98		row_165	No	delta
siRNA.MAFK.K562.Haematopoietic_Cell_line.ENCODE.ENCSR640PVZ.c2	siRNA	MAFK	K562	Haematopoietic_Cell_line	ENCODE	ENCSR640PVZ	c2	1	4.98		row_165	No	quant_nes
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.k1	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	k1	-1	8.01	0.559512351620148	row_166	Yes	total_enrichment
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.k1	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	k1	-1	8.01	0.559512351620148	row_166	Yes	local_enrichment
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.k1	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	k1	-1	8.01	0.559512351620148	row_166	Yes	delta
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.k1	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	k1	-1	8.01	0.559512351620148	row_166	Yes	quant_nes
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.k2	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	k2	-1	5.72	0.559512351620148	row_167	Yes	total_enrichment
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.k2	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	k2	-1	5.72	0.559512351620148	row_167	Yes	local_enrichment
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.k2	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	k2	-1	5.72	0.559512351620148	row_167	Yes	delta
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.k2	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	k2	-1	5.72	0.559512351620148	row_167	Yes	quant_nes
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.c1	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	c1	1	15.84		row_168	No	total_enrichment
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.c1	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	c1	1	15.84		row_168	No	local_enrichment
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.c1	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	c1	1	15.84		row_168	No	delta
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.c1	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	c1	1	15.84		row_168	No	quant_nes
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.c2	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	c2	1	15.33		row_169	No	total_enrichment
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.c2	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	c2	1	15.33		row_169	No	local_enrichment
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.c2	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	c2	1	15.33		row_169	No	delta
CRISPRi.HDAC8.K562.Haematopoietic_Cell_line.ENCODE.ENCSR369BHC.c2	CRISPRi	HDAC8	K562	Haematopoietic_Cell_line	ENCODE	ENCSR369BHC	c2	1	15.33		row_169	No	quant_nes
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.k1	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	k1	-1	13.82	0.6938192619673261	row_170	Yes	total_enrichment
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.k1	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	k1	-1	13.82	0.6938192619673261	row_170	Yes	local_enrichment
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.k1	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	k1	-1	13.82	0.6938192619673261	row_170	Yes	delta
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.k1	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	k1	-1	13.82	0.6938192619673261	row_170	Yes	quant_nes
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.k2	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	k2	-1	12.98	0.6938192619673261	row_171	Yes	total_enrichment
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.k2	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	k2	-1	12.98	0.6938192619673261	row_171	Yes	local_enrichment
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.k2	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	k2	-1	12.98	0.6938192619673261	row_171	Yes	delta
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.k2	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	k2	-1	12.98	0.6938192619673261	row_171	Yes	quant_nes
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.c1	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	c1	1	45.59		row_172	No	total_enrichment
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.c1	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	c1	1	45.59		row_172	No	local_enrichment
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.c1	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	c1	1	45.59		row_172	No	delta
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.c1	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	c1	1	45.59		row_172	No	quant_nes
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.c2	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	c2	1	41.94		row_173	No	total_enrichment
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.c2	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	c2	1	41.94		row_173	No	local_enrichment
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.c2	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	c2	1	41.94		row_173	No	delta
CRISPRi.STAT2.K562.Haematopoietic_Cell_line.ENCODE.ENCSR469EFL.c2	CRISPRi	STAT2	K562	Haematopoietic_Cell_line	ENCODE	ENCSR469EFL	c2	1	41.94		row_173	No	quant_nes
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.k1	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	k1	-1	33.26	0.6651276480173821	row_174	Yes	total_enrichment
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.k1	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	k1	-1	33.26	0.6651276480173821	row_174	Yes	local_enrichment
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.k1	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	k1	-1	33.26	0.6651276480173821	row_174	Yes	delta
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.k1	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	k1	-1	33.26	0.6651276480173821	row_174	Yes	quant_nes
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.k2	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	k2	-1	28.39	0.6651276480173821	row_175	Yes	total_enrichment
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.k2	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	k2	-1	28.39	0.6651276480173821	row_175	Yes	local_enrichment
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.k2	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	k2	-1	28.39	0.6651276480173821	row_175	Yes	delta
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.k2	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	k2	-1	28.39	0.6651276480173821	row_175	Yes	quant_nes
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.c1	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	c1	1	96.76		row_176	No	total_enrichment
shRNA.DROSHA.K562.Haematopoietic_Cell_line.ENCODE.ENCSR624XHG.c1	shRNA	DROSHA	K562	Haematopoietic_Cell_line	ENCODE	ENCSR624XHG	c1	1	96.76		row_176	No	local_enrichment
