	id	knockdown_method	target	cell	cell_type	platform	rep	sign	components
661	GSM857372	shRNA	POU5F1	H1-hESCs	shOCT4-H9-5	GPL10558	k5	-1	local_enrichment
662	GSM857372	shRNA	POU5F1	H1-hESCs	shOCT4-H9-5	GPL10558	k5	-1	delta
663	GSM857372	shRNA	POU5F1	H1-hESCs	shOCT4-H9-5	GPL10558	k5	-1	quant_nes
664	GSM857373	shRNA	POU5F1	H1-hESCs	shOCT4-H9-6	GPL10558	k6	-1	total_enrichment
665	GSM857373	shRNA	POU5F1	H1-hESCs	shOCT4-H9-6	GPL10558	k6	-1	local_enrichment
666	GSM857373	shRNA	POU5F1	H1-hESCs	shOCT4-H9-6	GPL10558	k6	-1	delta
667	GSM857373	shRNA	POU5F1	H1-hESCs	shOCT4-H9-6	GPL10558	k6	-1	quant_nes
668	GSM857374	shRNA	POU5F1	H1-hESCs	shOCT4-H9-7	GPL10558	k7	-1	total_enrichment
669	GSM857374	shRNA	POU5F1	H1-hESCs	shOCT4-H9-7	GPL10558	k7	-1	local_enrichment
670	GSM857374	shRNA	POU5F1	H1-hESCs	shOCT4-H9-7	GPL10558	k7	-1	delta
671	GSM857374	shRNA	POU5F1	H1-hESCs	shOCT4-H9-7	GPL10558	k7	-1	quant_nes
672	GSM857375	shRNA	POU5F1	H1-hESCs	shOCT4-H9-8	GPL10558	k8	-1	total_enrichment
673	GSM857375	shRNA	POU5F1	H1-hESCs	shOCT4-H9-8	GPL10558	k8	-1	local_enrichment
674	GSM857375	shRNA	POU5F1	H1-hESCs	shOCT4-H9-8	GPL10558	k8	-1	delta
675	GSM857375	shRNA	POU5F1	H1-hESCs	shOCT4-H9-8	GPL10558	k8	-1	quant_nes
676	GSM1482307	Control	NAN	HT1080	cells-treated-with-non-target-control-shRNA	GPL16686	NAN	1	total_enrichment
677	GSM1482307	Control	NAN	HT1080	cells-treated-with-non-target-control-shRNA	GPL16686	NAN	1	local_enrichment
678	GSM1482307	Control	NAN	HT1080	cells-treated-with-non-target-control-shRNA	GPL16686	NAN	1	delta
679	GSM1482307	Control	NAN	HT1080	cells-treated-with-non-target-control-shRNA	GPL16686	NAN	1	quant_nes
680	GSM1482308	shRNA	MYC	HT1080	cells-treated-with-cMyc-shRNA	GPL16686	NAN	-1	total_enrichment
681	GSM1482308	shRNA	MYC	HT1080	cells-treated-with-cMyc-shRNA	GPL16686	NAN	-1	local_enrichment
682	GSM1482308	shRNA	MYC	HT1080	cells-treated-with-cMyc-shRNA	GPL16686	NAN	-1	delta
683	GSM1482308	shRNA	MYC	HT1080	cells-treated-with-cMyc-shRNA	GPL16686	NAN	-1	quant_nes
684	GSM1530541	Control	NAN	HSPCs	CTL-HSPC-replicate1	GPL6244	c1	1	total_enrichment
685	GSM1530541	Control	NAN	HSPCs	CTL-HSPC-replicate1	GPL6244	c1	1	local_enrichment
686	GSM1530541	Control	NAN	HSPCs	CTL-HSPC-replicate1	GPL6244	c1	1	delta
687	GSM1530541	Control	NAN	HSPCs	CTL-HSPC-replicate1	GPL6244	c1	1	quant_nes
688	GSM1530542	Control	NAN	HSPCs	CTL-HSPC-replicate2	GPL6244	c2	1	total_enrichment
689	GSM1530542	Control	NAN	HSPCs	CTL-HSPC-replicate2	GPL6244	c2	1	local_enrichment
690	GSM1530542	Control	NAN	HSPCs	CTL-HSPC-replicate2	GPL6244	c2	1	delta
691	GSM1530542	Control	NAN	HSPCs	CTL-HSPC-replicate2	GPL6244	c2	1	quant_nes
692	GSM1530543	Control	NAN	HSPCs	CTL-HSPC-replicate3	GPL6244	c3	1	total_enrichment
693	GSM1530543	Control	NAN	HSPCs	CTL-HSPC-replicate3	GPL6244	c3	1	local_enrichment
694	GSM1530543	Control	NAN	HSPCs	CTL-HSPC-replicate3	GPL6244	c3	1	delta
695	GSM1530543	Control	NAN	HSPCs	CTL-HSPC-replicate3	GPL6244	c3	1	quant_nes
696	GSM1566754	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep1	GPL6244	c1	1	total_enrichment
697	GSM1566754	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep1	GPL6244	c1	1	local_enrichment
698	GSM1566754	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep1	GPL6244	c1	1	delta
699	GSM1566754	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep1	GPL6244	c1	1	quant_nes
700	GSM1566755	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep1	GPL6244	c1	1	total_enrichment
701	GSM1566755	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep1	GPL6244	c1	1	local_enrichment
702	GSM1566755	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep1	GPL6244	c1	1	delta
703	GSM1566755	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep1	GPL6244	c1	1	quant_nes
704	GSM1566756	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep1	GPL6244	k1	-1	total_enrichment
705	GSM1566756	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep1	GPL6244	k1	-1	local_enrichment
706	GSM1566756	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep1	GPL6244	k1	-1	delta
707	GSM1566756	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep1	GPL6244	k1	-1	quant_nes
708	GSM1566757	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep1	GPL6244	k1	-1	total_enrichment
709	GSM1566757	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep1	GPL6244	k1	-1	local_enrichment
710	GSM1566757	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep1	GPL6244	k1	-1	delta
711	GSM1566757	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep1	GPL6244	k1	-1	quant_nes
712	GSM1566758	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep2	GPL6244	c2	1	total_enrichment
713	GSM1566758	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep2	GPL6244	c2	1	local_enrichment
714	GSM1566758	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep2	GPL6244	c2	1	delta
715	GSM1566758	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep2	GPL6244	c2	1	quant_nes
716	GSM1566759	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep2	GPL6244	c2	1	total_enrichment
717	GSM1566759	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep2	GPL6244	c2	1	local_enrichment
718	GSM1566759	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep2	GPL6244	c2	1	delta
719	GSM1566759	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep2	GPL6244	c2	1	quant_nes
720	GSM1566760	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep2	GPL6244	k2	-1	total_enrichment
721	GSM1566760	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep2	GPL6244	k2	-1	local_enrichment
722	GSM1566760	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep2	GPL6244	k2	-1	delta
723	GSM1566760	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep2	GPL6244	k2	-1	quant_nes
724	GSM1566761	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep2	GPL6244	k3	-1	total_enrichment
725	GSM1566761	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep2	GPL6244	k3	-1	local_enrichment
726	GSM1566761	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep2	GPL6244	k3	-1	delta
727	GSM1566761	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep2	GPL6244	k3	-1	quant_nes
728	GSM1566762	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep3	GPL6244	c3	1	total_enrichment
729	GSM1566762	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep3	GPL6244	c3	1	local_enrichment
730	GSM1566762	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep3	GPL6244	c3	1	delta
731	GSM1566762	Control	NAN	L-1236	L-1236-siNT-Seq1-Rep3	GPL6244	c3	1	quant_nes
732	GSM1566763	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep3	GPL6244	c3	1	total_enrichment
733	GSM1566763	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep3	GPL6244	c3	1	local_enrichment
734	GSM1566763	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep3	GPL6244	c3	1	delta
735	GSM1566763	Control	NAN	L-1236	L-1236-siNT-Seq2-Rep3	GPL6244	c3	1	quant_nes
736	GSM1566764	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep3	GPL6244	k3	-1	total_enrichment
737	GSM1566764	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep3	GPL6244	k3	-1	local_enrichment
738	GSM1566764	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep3	GPL6244	k3	-1	delta
739	GSM1566764	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq1-Rep3	GPL6244	k3	-1	quant_nes
740	GSM1566765	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep3	GPL6244	k3	-1	total_enrichment
741	GSM1566765	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep3	GPL6244	k3	-1	local_enrichment
742	GSM1566765	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep3	GPL6244	k3	-1	delta
743	GSM1566765	siRNA	NFKB2	L-1236	L-1236-siNFKB2-Seq2-Rep3	GPL6244	k3	-1	quant_nes
744	GSM283701	Control	NAN	HA1ER	HA1ER-NS-rep1	GPL4133	c1	1	total_enrichment
745	GSM283701	Control	NAN	HA1ER	HA1ER-NS-rep1	GPL4133	c1	1	local_enrichment
746	GSM283701	Control	NAN	HA1ER	HA1ER-NS-rep1	GPL4133	c1	1	delta
747	GSM283701	Control	NAN	HA1ER	HA1ER-NS-rep1	GPL4133	c1	1	quant_nes
748	GSM283702	Control	NAN	HA1ER	HA1ER-NS-rep2	GPL4133	c2	1	total_enrichment
749	GSM283702	Control	NAN	HA1ER	HA1ER-NS-rep2	GPL4133	c2	1	local_enrichment
750	GSM283702	Control	NAN	HA1ER	HA1ER-NS-rep2	GPL4133	c2	1	delta
751	GSM283702	Control	NAN	HA1ER	HA1ER-NS-rep2	GPL4133	c2	1	quant_nes
752	GSM283703	Control	NAN	HA1ER	HA1ER-NS-rep3	GPL4133	c3	1	total_enrichment
753	GSM283703	Control	NAN	HA1ER	HA1ER-NS-rep3	GPL4133	c3	1	local_enrichment
754	GSM283703	Control	NAN	HA1ER	HA1ER-NS-rep3	GPL4133	c3	1	delta
755	GSM283703	Control	NAN	HA1ER	HA1ER-NS-rep3	GPL4133	c3	1	quant_nes
756	GSM283704	Control	NAN	HA1ER	HA1ER-NS-rep4	GPL4133	c4	1	total_enrichment
757	GSM283704	Control	NAN	HA1ER	HA1ER-NS-rep4	GPL4133	c4	1	local_enrichment
758	GSM283704	Control	NAN	HA1ER	HA1ER-NS-rep4	GPL4133	c4	1	delta
759	GSM283704	Control	NAN	HA1ER	HA1ER-NS-rep4	GPL4133	c4	1	quant_nes
760	GSM635125	Control	NAN	DU145	DU145-control-(non-specific-siRNA)-1	GPL571	c1	1	total_enrichment
761	GSM635125	Control	NAN	DU145	DU145-control-(non-specific-siRNA)-1	GPL571	c1	1	local_enrichment
762	GSM635125	Control	NAN	DU145	DU145-control-(non-specific-siRNA)-1	GPL571	c1	1	delta
763	GSM635125	Control	NAN	DU145	DU145-control-(non-specific-siRNA)-1	GPL571	c1	1	quant_nes
764	GSM635126	Control	NAN	DU145	DU145-control-(non-specific-siRNA)-2	GPL571	c2	1	total_enrichment
765	GSM635126	Control	NAN	DU145	DU145-control-(non-specific-siRNA)-2	GPL571	c2	1	local_enrichment
766	GSM635126	Control	NAN	DU145	DU145-control-(non-specific-siRNA)-2	GPL571	c2	1	delta
767	GSM635126	Control	NAN	DU145	DU145-control-(non-specific-siRNA)-2	GPL571	c2	1	quant_nes
768	GSM635127	siRNA	STAT3	DU145	DU145-STAT3-siRNA-1	GPL571	k1	-1	total_enrichment
769	GSM635127	siRNA	STAT3	DU145	DU145-STAT3-siRNA-1	GPL571	k1	-1	local_enrichment
770	GSM635127	siRNA	STAT3	DU145	DU145-STAT3-siRNA-1	GPL571	k1	-1	delta
771	GSM635127	siRNA	STAT3	DU145	DU145-STAT3-siRNA-1	GPL571	k1	-1	quant_nes
772	GSM635128	siRNA	STAT3	DU145	DU145-STAT3-siRNA-2	GPL571	k2	-1	total_enrichment
773	GSM635128	siRNA	STAT3	DU145	DU145-STAT3-siRNA-2	GPL571	k2	-1	local_enrichment
774	GSM635128	siRNA	STAT3	DU145	DU145-STAT3-siRNA-2	GPL571	k2	-1	delta
775	GSM635128	siRNA	STAT3	DU145	DU145-STAT3-siRNA-2	GPL571	k2	-1	quant_nes
776	GSM445808	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-0h-rep1	GPL6102	k1	-1	total_enrichment
777	GSM445808	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-0h-rep1	GPL6102	k1	-1	local_enrichment
778	GSM445808	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-0h-rep1	GPL6102	k1	-1	delta
779	GSM445808	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-0h-rep1	GPL6102	k1	-1	quant_nes
780	GSM445809	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep1	GPL6102	k1	-1	total_enrichment
781	GSM445809	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep1	GPL6102	k1	-1	local_enrichment
782	GSM445809	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep1	GPL6102	k1	-1	delta
783	GSM445809	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep1	GPL6102	k1	-1	quant_nes
784	GSM445810	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep1	GPL6102	k1	-1	total_enrichment
785	GSM445810	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep1	GPL6102	k1	-1	local_enrichment
786	GSM445810	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep1	GPL6102	k1	-1	delta
787	GSM445810	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep1	GPL6102	k1	-1	quant_nes
788	GSM445811	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep1	GPL6102	k1	-1	total_enrichment
789	GSM445811	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep1	GPL6102	k1	-1	local_enrichment
790	GSM445811	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep1	GPL6102	k1	-1	delta
791	GSM445811	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep1	GPL6102	k1	-1	quant_nes
792	GSM445812	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep1	GPL6102	k1	-1	total_enrichment
793	GSM445812	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep1	GPL6102	k1	-1	local_enrichment
794	GSM445812	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep1	GPL6102	k1	-1	delta
795	GSM445812	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep1	GPL6102	k1	-1	quant_nes
796	GSM445813	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep1	GPL6102	k1	-1	total_enrichment
797	GSM445813	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep1	GPL6102	k1	-1	local_enrichment
798	GSM445813	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep1	GPL6102	k1	-1	delta
799	GSM445813	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep1	GPL6102	k1	-1	quant_nes
800	GSM445814	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-48h-rep1	GPL6102	k1	-1	total_enrichment
801	GSM445814	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-48h-rep1	GPL6102	k1	-1	local_enrichment
802	GSM445814	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-48h-rep1	GPL6102	k1	-1	delta
803	GSM445814	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-48h-rep1	GPL6102	k1	-1	quant_nes
804	GSM445815	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-72h-rep1	GPL6102	k1	-1	total_enrichment
805	GSM445815	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-72h-rep1	GPL6102	k1	-1	local_enrichment
806	GSM445815	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-72h-rep1	GPL6102	k1	-1	delta
807	GSM445815	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-72h-rep1	GPL6102	k1	-1	quant_nes
808	GSM445816	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-72h-rep1	GPL6102	k1	-1	total_enrichment
809	GSM445816	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-72h-rep1	GPL6102	k1	-1	local_enrichment
810	GSM445816	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-72h-rep1	GPL6102	k1	-1	delta
811	GSM445816	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-72h-rep1	GPL6102	k1	-1	quant_nes
812	GSM445817	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-0h-rep1	GPL6102	c1	1	total_enrichment
813	GSM445817	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-0h-rep1	GPL6102	c1	1	local_enrichment
814	GSM445817	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-0h-rep1	GPL6102	c1	1	delta
815	GSM445817	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-0h-rep1	GPL6102	c1	1	quant_nes
816	GSM445818	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-12h-rep1	GPL6102	c1	1	total_enrichment
817	GSM445818	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-12h-rep1	GPL6102	c1	1	local_enrichment
818	GSM445818	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-12h-rep1	GPL6102	c1	1	delta
819	GSM445818	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-12h-rep1	GPL6102	c1	1	quant_nes
820	GSM445819	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-12h-rep1	GPL6102	c1	1	total_enrichment
821	GSM445819	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-12h-rep1	GPL6102	c1	1	local_enrichment
822	GSM445819	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-12h-rep1	GPL6102	c1	1	delta
823	GSM445819	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-12h-rep1	GPL6102	c1	1	quant_nes
824	GSM445820	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-24h-rep1	GPL6102	c1	1	total_enrichment
825	GSM445820	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-24h-rep1	GPL6102	c1	1	local_enrichment
826	GSM445820	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-24h-rep1	GPL6102	c1	1	delta
827	GSM445820	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-24h-rep1	GPL6102	c1	1	quant_nes
828	GSM445821	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-24h-rep1	GPL6102	c1	1	total_enrichment
829	GSM445821	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-24h-rep1	GPL6102	c1	1	local_enrichment
830	GSM445821	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-24h-rep1	GPL6102	c1	1	delta
831	GSM445821	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-24h-rep1	GPL6102	c1	1	quant_nes
832	GSM445822	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-48h-rep1	GPL6102	c1	1	total_enrichment
833	GSM445822	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-48h-rep1	GPL6102	c1	1	local_enrichment
834	GSM445822	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-48h-rep1	GPL6102	c1	1	delta
835	GSM445822	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-48h-rep1	GPL6102	c1	1	quant_nes
836	GSM445823	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-48h-rep1	GPL6102	c1	1	total_enrichment
837	GSM445823	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-48h-rep1	GPL6102	c1	1	local_enrichment
838	GSM445823	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-48h-rep1	GPL6102	c1	1	delta
839	GSM445823	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-48h-rep1	GPL6102	c1	1	quant_nes
840	GSM445824	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-72h-rep1	GPL6102	c1	1	total_enrichment
841	GSM445824	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-72h-rep1	GPL6102	c1	1	local_enrichment
842	GSM445824	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-72h-rep1	GPL6102	c1	1	delta
843	GSM445824	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act-72h-rep1	GPL6102	c1	1	quant_nes
844	GSM445825	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-72h-rep1	GPL6102	c1	1	total_enrichment
845	GSM445825	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-72h-rep1	GPL6102	c1	1	local_enrichment
846	GSM445825	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-72h-rep1	GPL6102	c1	1	delta
847	GSM445825	Control	NAN	Cord-blood-CD4+	Cord-blood-CD4+-control-siRNA-Act+IL-4-72h-rep1	GPL6102	c1	1	quant_nes
848	GSM445826	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-0h-rep2	GPL6102	k2	-1	total_enrichment
849	GSM445826	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-0h-rep2	GPL6102	k2	-1	local_enrichment
850	GSM445826	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-0h-rep2	GPL6102	k2	-1	delta
851	GSM445826	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-0h-rep2	GPL6102	k2	-1	quant_nes
852	GSM445827	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep2	GPL6102	k2	-1	total_enrichment
853	GSM445827	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep2	GPL6102	k2	-1	local_enrichment
854	GSM445827	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep2	GPL6102	k2	-1	delta
855	GSM445827	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-12h-rep2	GPL6102	k2	-1	quant_nes
856	GSM445828	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep2	GPL6102	k2	-1	total_enrichment
857	GSM445828	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep2	GPL6102	k2	-1	local_enrichment
858	GSM445828	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep2	GPL6102	k2	-1	delta
859	GSM445828	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-12h-rep2	GPL6102	k2	-1	quant_nes
860	GSM445829	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep2	GPL6102	k2	-1	total_enrichment
861	GSM445829	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep2	GPL6102	k2	-1	local_enrichment
862	GSM445829	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep2	GPL6102	k2	-1	delta
863	GSM445829	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-24h-rep2	GPL6102	k2	-1	quant_nes
864	GSM445830	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep2	GPL6102	k2	-1	total_enrichment
865	GSM445830	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep2	GPL6102	k2	-1	local_enrichment
866	GSM445830	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep2	GPL6102	k2	-1	delta
867	GSM445830	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act+IL-4-24h-rep2	GPL6102	k2	-1	quant_nes
868	GSM445831	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep2	GPL6102	k2	-1	total_enrichment
869	GSM445831	siRNA	STAT6	Cord-blood-CD4+	Cord-blood-CD4+-STAT6-siRNA-Act-48h-rep2	GPL6102	k2	-1	local_enrichment
